id_transacao,id_cartao,data_transacao,valor,mcc,estabelecimento,canal,pais,moeda
930,144,2026-05-11,2213.18,7995,Loja_32,ONLINE,BR,BRL
931,32,2026-05-29,4230.73,5411,Loja_14,PRESENCIAL,BR,BRL
932,131,2026-06-08,911.47,4829,Loja_43,MOBILE,BR,BRL
933,2,2026-05-06,1069.86,4829,Loja_12,PRESENCIAL,BR,BRL
934,128,2026-04-17,4602.86,5411,Loja_22,ONLINE,BR,BRL
935,32,2026-05-23,1428.56,7011,Loja_38,ONLINE,BR,BRL
936,21,2026-05-15,4186.52,7995,Loja_30,MOBILE,BR,BRL
937,2,2026-05-31,4776.46,5411,Loja_42,MOBILE,BR,BRL
938,188,2026-05-01,4754.97,5812,Loja_14,ONLINE,BR,BRL
939,15,2026-07-03,4009.77,4829,Loja_39,PRESENCIAL,BR,BRL
940,62,2026-05-22,471.83,5411,Loja_2,ONLINE,BR,BRL
941,73,2026-04-21,823.07,5812,Loja_8,PRESENCIAL,BR,BRL
942,80,2026-04-16,2459.32,4829,Loja_9,PRESENCIAL,BR,BRL
943,132,2026-06-17,3330.95,7995,Loja_29,PRESENCIAL,BR,BRL
944,109,2026-07-01,2387.43,7995,Loja_24,MOBILE,BR,BRL
945,24,2026-07-07,939.92,4829,Loja_22,PRESENCIAL,BR,BRL
946,183,2026-06-23,3385.44,7995,Loja_34,MOBILE,BR,BRL
947,120,2026-05-18,3239.65,5411,Loja_31,PRESENCIAL,BR,BRL
948,77,2026-06-11,751.55,4829,Loja_28,PRESENCIAL,BR,BRL
949,12,2026-05-08,2846.99,5411,Loja_33,PRESENCIAL,BR,BRL
950,185,2026-05-01,2070.97,7011,Loja_23,PRESENCIAL,BR,BRL
951,5,2026-06-28,2931.98,7995,Loja_12,ONLINE,BR,BRL
952,107,2026-04-13,4216.12,7011,Loja_21,MOBILE,BR,BRL
953,116,2026-04-24,3623.23,7011,Loja_22,ONLINE,BR,BRL
954,155,2026-06-09,1063.23,5411,Loja_28,MOBILE,BR,BRL
955,4,2026-06-21,99.4,7995,Loja_30,MOBILE,BR,BRL
956,191,2026-04-26,2031.41,7995,Loja_20,MOBILE,BR,BRL
957,177,2026-04-17,4067.53,7995,Loja_20,ONLINE,BR,BRL
958,29,2026-07-10,-634.2,5812,Loja_2,ONLINE,BR,BRL
959,62,2026-05-18,2410.77,4829,Loja_13,ONLINE,BR,BRL
960,122,2026-05-19,1511.58,5411,Loja_8,ONLINE,BR,BRL
961,114,2026-05-11,4513.05,7995,Loja_2,PRESENCIAL,BR,BRL
962,146,2026-05-23,2930.28,5411,Loja_22,ONLINE,BR,BRL
963,111,2026-05-20,522.29,7995,Loja_48,MOBILE,BR,BRL
964,75,2026-07-08,2983.24,7995,Loja_26,PRESENCIAL,BR,BRL
965,174,2026-05-11,2571.65,5812,Loja_46,ONLINE,BR,BRL
966,81,2026-05-03,2646.26,5411,Loja_18,MOBILE,BR,BRL
967,127,2026-04-24,2091.52,7011,Loja_29,MOBILE,BR,BRL
968,186,2026-06-18,2186.79,7995,Loja_23,PRESENCIAL,BR,BRL
969,176,2026-05-30,1168.19,4829,Loja_46,MOBILE,BR,BRL
970,186,2026-05-24,2347.65,7995,Loja_44,MOBILE,BR,BRL
971,42,2026-04-24,3675.58,5812,Loja_19,MOBILE,BR,BRL
972,34,2026-06-20,3748.78,5812,Loja_11,MOBILE,BR,BRL
973,127,2026-06-04,2466.01,5812,Loja_14,MOBILE,BR,BRL
974,67,2026-05-28,-244.78,5812,Loja_12,MOBILE,BR,BRL
975,111,2026-06-28,169.53,4829,Loja_15,ONLINE,BR,BRL
976,88,2026-05-28,2814.29,5411,Loja_50,MOBILE,BR,BRL
977,177,2026-05-08,1344.78,4829,Loja_43,ONLINE,BR,BRL
978,113,2026-05-15,3534.96,5411,Loja_7,MOBILE,BR,BRL
979,27,2026-05-02,3052.18,5411,Loja_33,ONLINE,BR,BRL
980,53,2026-05-27,843.56,5812,Loja_47,PRESENCIAL,BR,BRL
981,128,2026-06-30,3543.74,5812,Loja_42,PRESENCIAL,BR,BRL
982,52,2026-05-17,1679.69,7995,Loja_50,ONLINE,BR,BRL
983,88,2026-06-06,1234.13,4829,Loja_11,ONLINE,BR,BRL
984,107,2026-05-27,1337.42,5812,Loja_10,MOBILE,BR,BRL
985,110,2026-05-21,2114.39,7995,Loja_30,MOBILE,BR,BRL
986,8,2026-05-17,3975.09,5812,Loja_50,ONLINE,BR,BRL
987,18,2026-07-02,3590.95,7011,Loja_21,PRESENCIAL,BR,BRL
988,16,2026-05-23,4909.91,5411,Loja_43,MOBILE,BR,BRL
989,162,2026-04-19,763.25,4829,Loja_19,PRESENCIAL,BR,BRL
990,142,2026-06-04,2015.99,7011,Loja_23,ONLINE,BR,BRL
991,157,2026-06-24,4136.75,7995,Loja_29,MOBILE,BR,BRL
992,159,2026-04-20,1033.62,7995,Loja_45,PRESENCIAL,BR,BRL
993,104,2026-06-17,4439.5,7011,Loja_6,ONLINE,BR,BRL
994,185,2026-06-26,2691.79,4829,Loja_35,PRESENCIAL,BR,BRL
995,80,2026-05-07,1076.54,7011,Loja_49,MOBILE,BR,BRL
996,139,2026-04-28,808.54,7011,Loja_16,PRESENCIAL,BR,BRL
997,29,2026-07-05,3635.28,7011,Loja_17,MOBILE,BR,BRL
998,194,2026-04-20,2542.42,5411,Loja_29,PRESENCIAL,BR,BRL
999,87,2026-06-12,-2866.45,4829,Loja_37,MOBILE,BR,BRL
1000,137,2026-04-27,4472.75,5812,Loja_23,PRESENCIAL,BR,BRL
1001,184,2026-04-30,1429.83,5812,Loja_46,PRESENCIAL,BR,BRL
1002,84,2026-05-07,2603.14,4829,Loja_13,PRESENCIAL,BR,BRL
1003,109,2026-05-21,2277.0,5411,Loja_6,ONLINE,BR,BRL
1004,55,2026-05-16,2130.18,5411,Loja_24,MOBILE,BR,BRL
1005,133,2026-05-23,2636.02,7011,Loja_38,PRESENCIAL,BR,BRL
1006,177,2026-05-11,3185.94,7995,Loja_11,ONLINE,BR,BRL
1007,118,2026-06-26,2533.87,4829,Loja_34,ONLINE,BR,BRL
1008,9,2026-06-22,3475.41,4829,Loja_24,ONLINE,BR,BRL
1009,31,2026-05-26,3011.99,4829,Loja_19,ONLINE,BR,BRL
1010,79,2026-05-26,2618.66,7011,Loja_19,PRESENCIAL,BR,BRL
1011,151,2026-05-20,149.61,5411,Loja_20,PRESENCIAL,BR,BRL
1012,126,2026-07-12,1085.75,5411,Loja_36,PRESENCIAL,BR,BRL
1013,124,2026-04-30,347.15,7011,Loja_37,PRESENCIAL,BR,BRL
1014,122,2026-04-26,4502.43,5812,Loja_49,ONLINE,BR,BRL
1015,116,2026-04-18,2528.77,7995,Loja_10,MOBILE,BR,BRL
1016,171,2026-04-24,1632.83,7995,Loja_25,ONLINE,BR,BRL
1017,12,2026-04-18,4502.22,7995,Loja_48,PRESENCIAL,BR,BRL
1018,182,2026-07-09,3233.12,4829,Loja_41,MOBILE,BR,BRL
1019,165,2026-05-02,1551.15,5411,Loja_13,MOBILE,BR,BRL
1020,146,2026-05-07,2713.75,5812,Loja_49,PRESENCIAL,BR,BRL
1021,169,2026-05-05,-2518.17,5812,Loja_2,PRESENCIAL,BR,BRL
1022,181,2026-04-29,3935.92,7995,Loja_6,MOBILE,BR,BRL
1023,12,2026-05-11,3038.21,5411,Loja_22,PRESENCIAL,BR,BRL
1024,136,2026-06-02,910.73,7995,Loja_17,ONLINE,BR,BRL
1025,44,2026-06-06,582.08,5812,Loja_12,PRESENCIAL,BR,BRL
1026,105,2026-04-17,3843.84,5812,Loja_4,MOBILE,BR,BRL
1027,183,2026-07-05,4806.01,7011,Loja_25,ONLINE,BR,BRL
1028,83,2026-06-09,1607.01,7995,Loja_8,ONLINE,BR,BRL
1029,151,2026-06-12,1020.77,7995,Loja_33,MOBILE,BR,BRL
1030,16,2026-06-02,1931.39,7995,Loja_36,PRESENCIAL,BR,BRL
1031,163,2026-06-13,336.64,5411,Loja_18,MOBILE,BR,BRL
1032,64,2026-05-02,4817.74,5812,Loja_20,MOBILE,BR,BRL
1033,163,2026-05-09,2039.66,5812,Loja_10,PRESENCIAL,BR,BRL
1034,63,2026-05-05,2706.79,7995,Loja_36,PRESENCIAL,BR,BRL
1035,159,2026-06-05,218.54,5812,Loja_1,ONLINE,BR,BRL
1036,154,2026-06-10,4668.2,7995,Loja_23,MOBILE,BR,BRL
1037,73,2026-07-07,1071.64,5812,Loja_48,MOBILE,BR,BRL
1038,102,2026-04-14,2819.78,5411,Loja_9,MOBILE,BR,BRL
1039,111,2026-06-16,2786.83,4829,Loja_33,PRESENCIAL,BR,BRL
1040,163,2026-06-09,4420.82,7995,Loja_18,ONLINE,BR,BRL
1041,54,2026-05-15,3314.76,4829,Loja_22,ONLINE,BR,BRL
1042,1,2026-04-26,4570.95,7995,Loja_1,ONLINE,BR,BRL
1043,179,2026-04-13,3366.8,7995,Loja_49,PRESENCIAL,BR,BRL
1044,167,2026-04-20,2695.28,5411,Loja_35,ONLINE,BR,BRL
1045,114,2026-04-17,4463.94,5411,Loja_23,PRESENCIAL,BR,BRL
1046,46,2026-04-14,4139.06,5411,Loja_8,PRESENCIAL,BR,BRL
1047,3,2026-06-14,1858.7,5411,Loja_49,PRESENCIAL,BR,BRL
1048,50,2026-07-01,3405.97,4829,Loja_41,PRESENCIAL,BR,BRL
1049,127,2026-05-27,4043.99,5411,Loja_18,PRESENCIAL,BR,BRL
1050,54,2026-07-12,4523.49,5812,Loja_41,PRESENCIAL,BR,BRL
1051,129,2026-05-10,563.62,5812,Loja_36,ONLINE,BR,BRL
1052,175,2026-04-26,3302.59,4829,Loja_12,ONLINE,BR,BRL
1053,33,2026-06-09,2944.94,4829,Loja_15,MOBILE,BR,BRL
1054,174,2026-07-10,3647.21,4829,Loja_40,PRESENCIAL,BR,BRL
1055,1,2026-05-19,3406.59,5411,Loja_21,PRESENCIAL,BR,BRL
1056,32,2026-04-16,4223.26,4829,Loja_30,PRESENCIAL,BR,BRL
1057,185,2026-06-14,1813.74,5411,Loja_18,PRESENCIAL,BR,BRL
1058,101,2026-06-18,2666.73,7011,Loja_6,MOBILE,BR,BRL
1059,58,2026-04-15,4040.29,7995,Loja_5,ONLINE,BR,BRL
1060,17,2026-04-23,992.42,5411,Loja_2,PRESENCIAL,BR,BRL
1061,161,2026-05-31,2165.43,7011,Loja_16,ONLINE,BR,BRL
1062,14,2026-05-31,2373.15,4829,Loja_16,ONLINE,BR,BRL
1063,196,2026-06-30,3880.99,7995,Loja_38,ONLINE,BR,BRL
1064,9,2026-05-25,436.82,7011,Loja_45,ONLINE,BR,BRL
1065,114,2026-07-05,3915.4,7011,Loja_40,MOBILE,BR,BRL
1066,15,2026-05-02,2164.88,5411,Loja_19,PRESENCIAL,BR,BRL
1067,106,2026-06-13,2014.4,4829,Loja_43,MOBILE,BR,BRL
1068,110,2026-04-24,62.93,4829,Loja_7,PRESENCIAL,BR,BRL
1069,7,2026-05-15,3258.1,4829,Loja_22,MOBILE,BR,BRL
1070,153,2026-07-04,970.48,4829,Loja_13,MOBILE,BR,BRL
1071,91,2026-05-20,638.65,7995,Loja_47,MOBILE,BR,BRL
1072,12,2026-07-05,2228.68,5812,Loja_20,MOBILE,BR,BRL
1073,194,2026-05-28,2184.88,7011,Loja_38,MOBILE,BR,BRL
1074,80,2026-04-26,3879.72,7011,Loja_19,PRESENCIAL,BR,BRL
1075,169,2026-04-17,4851.65,5812,Loja_4,ONLINE,BR,BRL
1076,14,2026-05-19,2540.47,7011,Loja_13,ONLINE,BR,BRL
1077,18,2026-05-30,3206.37,5812,Loja_43,PRESENCIAL,BR,BRL
1078,154,2026-04-15,3476.96,7011,Loja_38,MOBILE,BR,BRL
1079,108,2026-05-31,4815.69,5812,Loja_7,PRESENCIAL,BR,BRL
1080,127,2026-06-14,4381.77,5411,Loja_41,ONLINE,BR,BRL
1081,55,2026-06-12,3469.17,7995,Loja_48,PRESENCIAL,BR,BRL
1082,103,2026-06-19,4038.28,5411,Loja_24,ONLINE,BR,BRL
1083,30,2026-06-24,377.92,7011,Loja_29,ONLINE,BR,BRL
1084,93,2026-07-07,3160.36,5411,Loja_13,ONLINE,BR,BRL
1085,68,2026-06-20,1427.66,7011,Loja_36,ONLINE,BR,BRL
1086,68,2026-06-30,900.92,5411,Loja_44,ONLINE,BR,BRL
1087,29,2026-05-30,1900.82,5812,Loja_20,PRESENCIAL,BR,BRL
1088,170,2026-06-21,1208.35,4829,Loja_40,PRESENCIAL,BR,BRL
1089,37,2026-06-26,4393.16,5812,Loja_13,MOBILE,BR,BRL
1090,154,2026-05-19,1897.2,5812,Loja_3,MOBILE,BR,BRL
1091,76,2026-06-23,2940.76,7011,Loja_16,ONLINE,BR,BRL
1092,33,2026-05-08,3151.0,4829,Loja_32,ONLINE,BR,BRL
1093,170,2026-04-25,3639.22,5411,Loja_11,MOBILE,BR,BRL
1094,193,2026-05-08,1946.7,7011,Loja_32,MOBILE,BR,BRL
1095,96,2026-05-06,2326.69,7995,Loja_46,PRESENCIAL,BR,BRL
1096,164,2026-04-29,2374.05,5411,Loja_14,ONLINE,BR,BRL
1097,61,2026-05-23,4475.47,5812,Loja_20,PRESENCIAL,BR,BRL
1098,96,2026-06-10,4444.66,4829,Loja_6,ONLINE,BR,BRL
1099,133,2026-05-28,3760.6,5812,Loja_38,ONLINE,BR,BRL
1100,110,2026-05-16,2331.61,7995,Loja_28,PRESENCIAL,BR,BRL
1101,70,2026-05-25,1843.88,5411,Loja_12,PRESENCIAL,BR,BRL
1102,92,2026-07-02,1176.61,7011,Loja_33,MOBILE,BR,BRL
1103,71,2026-06-13,2737.79,5411,Loja_8,ONLINE,BR,BRL
1104,86,2026-06-17,1807.58,7011,Loja_17,PRESENCIAL,BR,BRL
1105,71,2026-06-18,3728.6,4829,Loja_9,MOBILE,BR,BRL
1106,3,2026-06-04,3701.71,7011,Loja_23,PRESENCIAL,BR,BRL
1107,194,2026-04-20,4729.62,5411,Loja_31,MOBILE,BR,BRL
1108,39,2026-05-23,2568.11,5812,Loja_15,MOBILE,BR,BRL
1109,133,2026-04-28,3748.19,4829,Loja_49,PRESENCIAL,BR,BRL
1110,22,2026-06-02,3615.33,5812,Loja_28,MOBILE,BR,BRL
1111,143,2026-07-09,2094.26,7011,Loja_9,MOBILE,BR,BRL
1112,189,2026-07-11,4370.01,7995,Loja_43,PRESENCIAL,BR,BRL
1113,176,2026-05-22,1705.71,4829,Loja_20,PRESENCIAL,BR,BRL
1114,9,2026-06-25,2938.91,5812,Loja_22,MOBILE,BR,BRL
1115,156,2026-04-30,3152.9,7995,Loja_25,ONLINE,BR,BRL
1116,99,2026-06-18,4743.98,7995,Loja_7,PRESENCIAL,BR,BRL
1117,78,2026-07-01,2851.88,5812,Loja_7,MOBILE,BR,BRL
1118,177,2026-04-26,2769.0,7995,Loja_2,ONLINE,BR,BRL
1119,99,2026-06-06,1003.0,5812,Loja_15,PRESENCIAL,BR,BRL
1120,15,2026-05-26,3301.25,4829,Loja_1,ONLINE,BR,BRL
1121,101,2026-06-22,1640.59,5411,Loja_9,MOBILE,BR,BRL
1122,100,2026-06-16,2097.88,5812,Loja_14,PRESENCIAL,BR,BRL
1123,122,2026-06-22,2166.68,4829,Loja_37,PRESENCIAL,BR,BRL
1124,176,2026-05-15,2941.58,7011,Loja_13,ONLINE,BR,BRL
1125,103,2026-04-26,4955.51,5812,Loja_34,PRESENCIAL,BR,BRL
1126,118,2026-05-14,4552.41,4829,Loja_3,MOBILE,BR,BRL
1127,117,2026-05-29,464.6,7011,Loja_26,MOBILE,BR,BRL
1128,107,2026-06-11,4118.91,5812,Loja_40,MOBILE,BR,BRL
1129,169,2026-06-19,2166.06,4829,Loja_7,PRESENCIAL,BR,BRL
1130,41,2026-06-07,3496.24,4829,Loja_19,MOBILE,BR,BRL
1131,185,2026-06-15,4582.32,7995,Loja_27,MOBILE,BR,BRL
1132,194,2026-06-29,614.94,4829,Loja_50,PRESENCIAL,BR,BRL
1133,54,2026-05-09,2056.38,5411,Loja_30,ONLINE,BR,BRL
1134,192,2026-05-14,375.25,7995,Loja_22,MOBILE,BR,BRL
1135,10,2026-07-11,2002.72,7011,Loja_8,MOBILE,BR,BRL
1136,192,2026-05-14,4586.51,7995,Loja_30,ONLINE,BR,BRL
1137,183,2026-05-17,421.92,5812,Loja_31,PRESENCIAL,BR,BRL
1138,5,2026-04-26,4209.4,5411,Loja_12,PRESENCIAL,BR,BRL
1139,44,2026-07-03,629.52,5411,Loja_44,PRESENCIAL,BR,BRL
1140,56,2026-07-08,775.95,4829,Loja_14,PRESENCIAL,BR,BRL
1141,134,2026-04-21,3486.74,5411,Loja_25,MOBILE,BR,BRL
1142,2,2026-07-06,1548.54,7995,Loja_50,ONLINE,BR,BRL
1143,62,2026-06-17,4644.81,5411,Loja_2,PRESENCIAL,BR,BRL
1144,50,2026-04-16,-149.44,5411,Loja_15,ONLINE,BR,BRL
1145,43,2026-06-21,3986.65,5411,Loja_27,MOBILE,BR,BRL
1146,144,2026-04-23,547.34,5812,Loja_40,ONLINE,BR,BRL
1147,110,2026-06-27,4672.29,5812,Loja_14,ONLINE,BR,BRL
1148,103,2026-04-20,1789.32,7011,Loja_1,PRESENCIAL,BR,BRL
1149,169,2026-06-07,1071.71,4829,Loja_24,ONLINE,BR,BRL
1150,78,2026-04-27,345.98,7995,Loja_7,MOBILE,BR,BRL
1151,146,2026-06-21,2685.55,7011,Loja_7,MOBILE,BR,BRL
1152,100,2026-04-17,1628.53,5812,Loja_22,ONLINE,BR,BRL
1153,82,2026-04-18,3180.41,7995,Loja_5,PRESENCIAL,BR,BRL
1154,115,2026-05-25,98.07,4829,Loja_41,MOBILE,BR,BRL
1155,4,2026-06-13,1169.8,5411,Loja_40,ONLINE,BR,BRL
1156,194,2026-06-11,1551.15,4829,Loja_6,ONLINE,BR,BRL
1157,52,2026-06-23,696.4,7995,Loja_14,MOBILE,BR,BRL
1158,154,2026-05-17,199.15,7011,Loja_9,PRESENCIAL,BR,BRL
1159,11,2026-05-07,1594.52,7995,Loja_42,PRESENCIAL,BR,BRL
1160,188,2026-05-31,3755.25,7011,Loja_16,ONLINE,BR,BRL
1161,171,2026-06-11,2701.17,5812,Loja_39,PRESENCIAL,BR,BRL
1162,162,2026-07-12,2612.14,5411,Loja_32,ONLINE,BR,BRL
1163,37,2026-06-16,4768.77,5812,Loja_6,ONLINE,BR,BRL
1164,53,2026-06-12,2967.23,4829,Loja_6,PRESENCIAL,BR,BRL
1165,185,2026-06-17,3627.7,5812,Loja_28,ONLINE,BR,BRL
1166,148,2026-05-16,3033.2,5812,Loja_18,PRESENCIAL,BR,BRL
1167,102,2026-05-25,409.28,5812,Loja_31,PRESENCIAL,BR,BRL
1168,111,2026-06-23,2119.26,7995,Loja_2,PRESENCIAL,BR,BRL
1169,77,2026-04-27,2142.71,4829,Loja_10,MOBILE,BR,BRL
1170,119,2026-06-03,3635.97,7995,Loja_19,PRESENCIAL,BR,BRL
1171,86,2026-06-25,2815.09,7995,Loja_13,ONLINE,BR,BRL
1172,129,2026-05-26,-4581.5,7995,Loja_26,PRESENCIAL,BR,BRL
1173,96,2026-05-24,4702.02,7995,Loja_20,MOBILE,BR,BRL
1174,10,2026-06-27,4937.74,7995,Loja_37,ONLINE,BR,BRL
1175,66,2026-05-29,979.2,4829,Loja_46,PRESENCIAL,BR,BRL
1176,15,2026-04-20,3178.55,7995,Loja_28,MOBILE,BR,BRL
1177,93,2026-04-23,1241.49,5411,Loja_45,MOBILE,BR,BRL
1178,117,2026-04-16,3230.21,5812,Loja_17,ONLINE,BR,BRL
1179,42,2026-07-11,3014.73,5411,Loja_50,ONLINE,BR,BRL
1180,102,2026-04-13,3225.54,4829,Loja_6,MOBILE,BR,BRL
1181,43,2026-05-19,4550.65,7011,Loja_45,PRESENCIAL,BR,BRL
1182,98,2026-04-28,2508.23,7011,Loja_47,PRESENCIAL,BR,BRL
1183,23,2026-06-29,3764.79,4829,Loja_50,PRESENCIAL,BR,BRL
1184,54,2026-05-23,4073.0,7011,Loja_1,ONLINE,BR,BRL
1185,18,2026-04-14,-4083.78,7995,Loja_34,PRESENCIAL,BR,BRL
1186,44,2026-06-20,3276.06,7011,Loja_12,MOBILE,BR,BRL
1187,129,2026-06-28,680.32,7995,Loja_37,ONLINE,BR,BRL
1188,47,2026-06-18,936.33,7011,Loja_27,PRESENCIAL,BR,BRL
1189,163,2026-06-21,3137.92,5411,Loja_19,ONLINE,BR,BRL
1190,88,2026-07-09,1894.87,4829,Loja_16,PRESENCIAL,BR,BRL
1191,3,2026-07-05,2431.12,7011,Loja_49,ONLINE,BR,BRL
1192,11,2026-06-30,3329.96,5812,Loja_34,ONLINE,BR,BRL
1193,195,2026-06-08,1884.57,7995,Loja_31,PRESENCIAL,BR,BRL
1194,175,2026-05-30,3025.81,7011,Loja_16,PRESENCIAL,BR,BRL
1195,15,2026-05-28,3328.74,7011,Loja_7,ONLINE,BR,BRL
1196,186,2026-06-25,2290.03,5411,Loja_39,ONLINE,BR,BRL
1197,180,2026-06-11,4346.34,7011,Loja_29,MOBILE,BR,BRL
1198,132,2026-05-21,3434.06,5812,Loja_1,MOBILE,BR,BRL
1199,5,2026-04-22,4788.16,7011,Loja_3,MOBILE,BR,BRL
1200,156,2026-05-11,1634.37,7995,Loja_48,MOBILE,BR,BRL
1201,122,2026-04-19,3971.86,5411,Loja_47,PRESENCIAL,BR,BRL
1202,37,2026-05-07,1476.38,4829,Loja_46,MOBILE,BR,BRL
1203,23,2026-06-04,168.41,4829,Loja_30,ONLINE,BR,BRL
1204,124,2026-04-19,4483.08,4829,Loja_16,ONLINE,BR,BRL
1205,169,2026-04-14,1066.09,5411,Loja_7,PRESENCIAL,BR,BRL
1206,84,2026-05-24,4966.87,7011,Loja_15,MOBILE,BR,BRL
1207,172,2026-06-27,1295.57,5812,Loja_35,MOBILE,BR,BRL
1208,178,2026-05-31,3629.82,5812,Loja_37,MOBILE,BR,BRL
1209,184,2026-05-25,332.69,4829,Loja_28,ONLINE,BR,BRL
1210,23,2026-06-28,1125.52,5411,Loja_22,MOBILE,BR,BRL
1211,30,2026-04-30,2965.08,7011,Loja_9,PRESENCIAL,BR,BRL
1212,1,2026-06-03,4770.8,5411,Loja_38,MOBILE,BR,BRL
1213,109,2026-06-02,957.39,7011,Loja_44,ONLINE,BR,BRL
1214,57,2026-06-29,2603.56,7995,Loja_1,MOBILE,BR,BRL
1215,76,2026-06-14,4263.29,7995,Loja_44,PRESENCIAL,BR,BRL
1216,192,2026-04-18,745.65,5411,Loja_39,PRESENCIAL,BR,BRL
1217,32,2026-06-07,1551.37,4829,Loja_31,MOBILE,BR,BRL
1218,181,2026-05-25,4145.15,5411,Loja_22,ONLINE,BR,BRL
1219,188,2026-06-14,4141.14,5411,Loja_50,ONLINE,BR,BRL
1220,77,2026-04-19,4285.33,5812,Loja_2,MOBILE,BR,BRL
1221,122,2026-05-29,1967.51,7995,Loja_26,ONLINE,BR,BRL
1222,179,2026-06-18,2643.94,4829,Loja_26,ONLINE,BR,BRL
1223,149,2026-07-06,663.19,7011,Loja_30,MOBILE,BR,BRL
1224,179,2026-05-12,826.84,7011,Loja_10,ONLINE,BR,BRL
1225,189,2026-04-20,1098.5,5411,Loja_24,MOBILE,BR,BRL
1226,38,2026-05-25,4282.15,7995,Loja_44,ONLINE,BR,BRL
1227,122,2026-06-20,4630.67,5411,Loja_8,MOBILE,BR,BRL
1228,39,2026-04-23,3253.99,7995,Loja_16,ONLINE,BR,BRL
1229,78,2026-04-15,602.82,4829,Loja_12,MOBILE,BR,BRL
1230,172,2026-04-19,3728.55,5411,Loja_50,PRESENCIAL,BR,BRL
1231,71,2026-04-23,4325.83,7995,Loja_24,ONLINE,BR,BRL
1232,126,2026-04-21,608.8,4829,Loja_15,ONLINE,BR,BRL
1233,123,2026-06-07,2938.38,5411,Loja_38,ONLINE,BR,BRL
1234,180,2026-05-18,1925.96,7011,Loja_37,ONLINE,BR,BRL
1235,138,2026-06-19,506.21,7995,Loja_45,ONLINE,BR,BRL
1236,136,2026-05-11,1975.04,5411,Loja_34,MOBILE,BR,BRL
1237,167,2026-06-27,2699.52,5812,Loja_43,ONLINE,BR,BRL
1238,47,2026-07-12,911.51,4829,Loja_29,PRESENCIAL,BR,BRL
1239,53,2026-04-20,624.0,5812,Loja_6,MOBILE,BR,BRL
1240,22,2026-06-27,1291.23,4829,Loja_20,PRESENCIAL,BR,BRL
1241,169,2026-07-12,4831.72,5812,Loja_20,ONLINE,BR,BRL
1242,76,2026-04-19,4731.61,4829,Loja_29,ONLINE,BR,BRL
1243,134,2026-05-28,2889.59,4829,Loja_35,MOBILE,BR,BRL
1244,12,2026-06-12,1057.1,5411,Loja_13,ONLINE,BR,BRL
1245,35,2026-04-26,1505.55,4829,Loja_14,MOBILE,BR,BRL
1246,160,2026-05-19,1801.74,5411,Loja_36,PRESENCIAL,BR,BRL
1247,42,2026-05-22,1310.77,7995,Loja_6,PRESENCIAL,BR,BRL
1248,37,2026-05-05,3385.86,5812,Loja_5,MOBILE,BR,BRL
1249,179,2026-04-21,3666.05,5812,Loja_46,PRESENCIAL,BR,BRL
1250,131,2026-04-26,2822.57,5812,Loja_27,ONLINE,BR,BRL
1251,98,2026-07-09,1588.64,4829,Loja_16,ONLINE,BR,BRL
1252,176,2026-05-03,1357.92,7995,Loja_5,PRESENCIAL,BR,BRL
1253,86,2026-06-08,3204.49,5812,Loja_15,PRESENCIAL,BR,BRL
1254,57,2026-05-25,59.22,5411,Loja_8,ONLINE,BR,BRL
1255,151,2026-05-11,2637.11,5411,Loja_34,PRESENCIAL,BR,BRL
1256,142,2026-06-08,3505.27,4829,Loja_7,ONLINE,BR,BRL
1257,100,2026-06-19,862.03,7011,Loja_48,MOBILE,BR,BRL
1258,153,2026-05-22,4840.32,7995,Loja_38,ONLINE,BR,BRL
1259,183,2026-06-23,1302.71,5812,Loja_10,PRESENCIAL,BR,BRL
1260,186,2026-04-22,2842.13,7011,Loja_46,ONLINE,BR,BRL
1261,118,2026-06-19,3394.29,7995,Loja_23,PRESENCIAL,BR,BRL
1262,110,2026-05-07,2516.12,5812,Loja_20,MOBILE,BR,BRL
1263,105,2026-06-02,4291.03,5411,Loja_41,ONLINE,BR,BRL
1264,24,2026-06-21,392.7,4829,Loja_4,ONLINE,BR,BRL
1265,127,2026-07-11,3719.61,7995,Loja_44,MOBILE,BR,BRL
1266,128,2026-05-08,4662.88,4829,Loja_45,ONLINE,BR,BRL
1267,191,2026-07-12,2033.3,7995,Loja_45,MOBILE,BR,BRL
1268,190,2026-04-19,3750.84,4829,Loja_44,MOBILE,BR,BRL
1269,44,2026-04-17,221.36,4829,Loja_15,ONLINE,BR,BRL
1270,132,2026-05-28,384.86,5411,Loja_28,PRESENCIAL,BR,BRL
1271,29,2026-05-30,1901.68,5812,Loja_35,ONLINE,BR,BRL
1272,68,2026-06-15,1457.42,5411,Loja_48,MOBILE,BR,BRL
1273,79,2026-04-21,2848.52,4829,Loja_3,PRESENCIAL,BR,BRL
1274,15,2026-05-28,4463.54,5411,Loja_40,PRESENCIAL,BR,BRL
1275,2,2026-05-29,1649.47,5812,Loja_26,PRESENCIAL,BR,BRL
1276,51,2026-07-02,54.23,4829,Loja_33,ONLINE,BR,BRL
1277,2,2026-06-23,2059.49,7011,Loja_15,PRESENCIAL,BR,BRL
1278,110,2026-06-19,1982.84,4829,Loja_18,ONLINE,BR,BRL
1279,113,2026-06-22,4946.95,5812,Loja_23,MOBILE,BR,BRL
1280,182,2026-06-17,2175.46,5411,Loja_13,PRESENCIAL,BR,BRL
